GEO_ID,NAME,B19013_001E
1600000US0542410,"McCaskill town, Arkansas",-666666666
1600000US0542500,"McCrory city, Arkansas",43516
1600000US0542560,"McDougal town, Arkansas",50625
1600000US0542770,"McGehee city, Arkansas",36875
1600000US0543070,"McNab town, Arkansas",-666666666
1600000US0543100,"McNeil city, Arkansas",37895
1600000US0543220,"McRae city, Arkansas",35132
1600000US0543280,"Madison city, Arkansas",55893
1600000US0543310,"Magazine city, Arkansas",54286
1600000US0543370,"Magness town, Arkansas",42500
1600000US0543430,"Magnet Cove CDP, Arkansas",-666666666
1600000US0543460,"Magnolia city, Arkansas",56127
1600000US0543610,"Malvern city, Arkansas",46250
1600000US0543670,"Mammoth Spring city, Arkansas",32863
1600000US0543820,"Manila city, Arkansas",55792
1600000US0543880,"Mansfield city, Arkansas",53068
1600000US0544120,"Marianna city, Arkansas",20138
1600000US0544150,"Marie town, Arkansas",44464
1600000US0544180,"Marion city, Arkansas",78330
1600000US0544210,"Marked Tree city, Arkansas",45656
1600000US0544240,"Marmaduke city, Arkansas",51250
1600000US0544300,"Marshall city, Arkansas",28021
1600000US0544420,"Marvell city, Arkansas",51875
1600000US0544600,"Maumelle city, Arkansas",103333
1600000US0544750,"Mayflower city, Arkansas",75682
1600000US0544780,"Maynard town, Arkansas",32273
1600000US0544810,"Maysville CDP, Arkansas",-666666666
1600000US0545080,"Melbourne city, Arkansas",39469
1600000US0545110,"Mellwood CDP, Arkansas",-666666666
1600000US0545170,"Mena city, Arkansas",47428
1600000US0545200,"Menifee town, Arkansas",64315
1600000US0545500,"Midland town, Arkansas",36461
1600000US0545530,"Midway CDP, Arkansas",30750
1600000US0545560,"Midway town, Arkansas",96250
1600000US0546040,"Mineral Springs city, Arkansas",52031
1600000US0546100,"Minturn town, Arkansas",-666666666
1600000US0546190,"Mitchellville city, Arkansas",40313
1600000US0546400,"Monette city, Arkansas",54167
1600000US0546460,"Monroe CDP, Arkansas",-666666666
1600000US0546580,"Monticello city, Arkansas",27238
1600000US0546670,"Montrose city, Arkansas",43438
1600000US0546730,"Moorefield town, Arkansas",68750
1600000US0546910,"Moro town, Arkansas",41442
1600000US0546970,"Morrilton city, Arkansas",47572
1600000US0547030,"Morrison Bluff town, Arkansas",51750
1600000US0547090,"Morrow CDP, Arkansas",92546
1600000US0547300,"Mountainburg city, Arkansas",53068
1600000US0547390,"Mountain Home city, Arkansas",41274
1600000US0547450,"Mountain Pine city, Arkansas",49013
1600000US0547540,"Mountain View city, Arkansas",29172
1600000US0547660,"Mount Holly CDP, Arkansas",-666666666
1600000US0547690,"Mount Ida city, Arkansas",37045
1600000US0547720,"Mount Judea CDP, Arkansas",-666666666
1600000US0547810,"Mount Olive CDP, Arkansas",-666666666
1600000US0547900,"Mount Pleasant town, Arkansas",42031
1600000US0548020,"Mount Vernon town, Arkansas",39286
1600000US0548200,"Mulberry city, Arkansas",50428
1600000US0548290,"Murfreesboro city, Arkansas",53264
1600000US0548560,"Nashville city, Arkansas",41142
1600000US0548680,"Natural Steps CDP, Arkansas",157813
1600000US0549010,"Newark city, Arkansas",40417
1600000US0549070,"New Blaine CDP, Arkansas",-666666666
1600000US0549220,"New Edinburg CDP, Arkansas",73947
1600000US0549370,"Newhope CDP, Arkansas",33819
1600000US0549580,"Newport city, Arkansas",34764
1600000US0549820,"Nimmons town, Arkansas",30938
1600000US0550000,"Norfork city, Arkansas",32167
1600000US0550030,"Norman town, Arkansas",76563
1600000US0550060,"Norphlet city, Arkansas",51705
1600000US0550240,"North Crossett CDP, Arkansas",32917
1600000US0550450,"North Little Rock city, Arkansas",52707
1600000US0550810,"Oak Grove town, Arkansas",45313
1600000US0550990,"Oak Grove CDP, Arkansas",69038
1600000US0551060,"Oak Grove Heights town, Arkansas",82292
1600000US0551080,"Oakhaven town, Arkansas",61250
1600000US0551110,"Oakland CDP, Arkansas",43358
1600000US0551230,"Oark CDP, Arkansas",-666666666
1600000US0551290,"Oden town, Arkansas",43718
1600000US0551350,"Ogden city, Arkansas",-666666666
1600000US0551410,"Oil Trough town, Arkansas",40083
1600000US0551500,"O'Kean town, Arkansas",-666666666
1600000US0551530,"Okolona town, Arkansas",72917
1600000US0551560,"Ola city, Arkansas",32679
1600000US0552160,"Omaha town, Arkansas",30833
1600000US0552280,"Oneida CDP, Arkansas",-666666666
1600000US0552430,"Oppelo city, Arkansas",65521
1600000US0552580,"Osceola city, Arkansas",46202
1600000US0552880,"Oxford city, Arkansas",51591
1600000US0552940,"Ozan town, Arkansas",-666666666
1600000US0552970,"Ozark city, Arkansas",47686
1600000US0553000,"Ozark Acres CDP, Arkansas",31940
1600000US0553060,"Ozone CDP, Arkansas",-666666666
1600000US0553150,"Palestine city, Arkansas",36090
1600000US0553240,"Pangburn city, Arkansas",31791
1600000US0553390,"Paragould city, Arkansas",56980
1600000US0553480,"Paris city, Arkansas",51416
1600000US0553510,"Parkdale city, Arkansas",29167
1600000US0553600,"Parkin city, Arkansas",23942
1600000US0553900,"Patmos town, Arkansas",40417
1600000US0553990,"Patterson city, Arkansas",42250
1600000US0554110,"Payneway CDP, Arkansas",37969
1600000US0554140,"Peach Orchard city, Arkansas",-666666666
1600000US0554170,"Pearcy CDP, Arkansas",30278
1600000US0554200,"Pea Ridge city, Arkansas",95521
1600000US0554410,"Pencil Bluff CDP, Arkansas",-666666666
1600000US0554620,"Perla town, Arkansas",47500
1600000US0554650,"Perry town, Arkansas",41354
1600000US0554680,"Perrytown town, Arkansas",56250
1600000US0554710,"Perryville city, Arkansas",57400
1600000US0555130,"Piggott city, Arkansas",44468
1600000US0555280,"Pindall town, Arkansas",41641
1600000US0555310,"Pine Bluff city, Arkansas",42718
1600000US0555580,"Pineville town, Arkansas",38906
1600000US0555610,"Piney CDP, Arkansas",50901
1600000US0555970,"Plainview city, Arkansas",45329
1600000US0556060,"Pleasant Grove CDP, Arkansas",-666666666
1600000US0556270,"Pleasant Plains town, Arkansas",59531
1600000US0556480,"Plumerville city, Arkansas",42552
1600000US0556540,"Pocahontas city, Arkansas",44216
1600000US0556600,"Pollard city, Arkansas",44167
1600000US0556630,"Ponca CDP, Arkansas",-666666666
1600000US0556690,"Poplar Grove CDP, Arkansas",-666666666
1600000US0556720,"Portia town, Arkansas",58750
1600000US0556750,"Portland city, Arkansas",46346
1600000US0556990,"Pottsville city, Arkansas",68558
1600000US0557050,"Powhatan town, Arkansas",63409
1600000US0557080,"Poyen town, Arkansas",76786
1600000US0557125,"Prairie Creek CDP, Arkansas",93391
1600000US0557170,"Prairie Grove city, Arkansas",70701
1600000US0557230,"Prattsville town, Arkansas",49526
1600000US0557260,"Prescott city, Arkansas",48307
1600000US0557530,"Princeton CDP, Arkansas",-666666666
1600000US0557890,"Pyatt town, Arkansas",60714
1600000US0557950,"Quitman city, Arkansas",35156
1600000US0558160,"Ratcliff city, Arkansas",48125
1600000US0558250,"Ravenden town, Arkansas",41250
1600000US0558280,"Ravenden Springs town, Arkansas",45962
1600000US0558400,"Reader CDP, Arkansas",-666666666
1600000US0558490,"Rector city, Arkansas",47760
1600000US0558580,"Redfield city, Arkansas",71696
1600000US0558880,"Reed town, Arkansas",31125
1600000US0559180,"Reyno city, Arkansas",56492
1600000US0559480,"Rison city, Arkansas",35855
1600000US0559630,"Rivervale CDP, Arkansas",-666666666
1600000US0560020,"Rockport city, Arkansas",68750
1600000US0560110,"Rockwell CDP, Arkansas",63500
1600000US0560380,"Roe town, Arkansas",-666666666
1600000US0560410,"Rogers city, Arkansas",86728
1600000US0560470,"Roland CDP, Arkansas",175125
1600000US0560590,"Rondo town, Arkansas",35714
1600000US0560770,"Rose Bud town, Arkansas",54286
1600000US0561040,"Rosston town, Arkansas",72097
1600000US0561190,"Rover CDP, Arkansas",83264
1600000US0561460,"Rudy town, Arkansas",56181
1600000US0561640,"Russell town, Arkansas",22917
1600000US0561670,"Russellville city, Arkansas",50877
1600000US0561730,"Rye CDP, Arkansas",72875
1600000US0561940,"St. Charles town, Arkansas",73750
1600000US0561970,"St. Francis city, Arkansas",37188
1600000US0562030,"St. Joe town, Arkansas",48036
1600000US0562060,"St. Paul town, Arkansas",34792
1600000US0562120,"Salado CDP, Arkansas",39355
1600000US0562150,"Salem city, Arkansas",40833
1600000US0562210,"Salem CDP, Arkansas",73750
1600000US0562240,"Salesville city, Arkansas",38750
1600000US0562630,"Saratoga CDP, Arkansas",-666666666
1600000US0562660,"Sardis CDP, Arkansas",-666666666
1600000US0562900,"Scott CDP, Arkansas",-666666666
1600000US0562960,"Scranton city, Arkansas",83125
1600000US0563020,"Searcy city, Arkansas",52170
1600000US0563110,"Sedgwick town, Arkansas",39028
1600000US0563470,"Shannon Hills city, Arkansas",71318
1600000US0563710,"Sheridan city, Arkansas",62453
1600000US0563740,"Sherrill town, Arkansas",-666666666
1600000US0563800,"Sherwood city, Arkansas",81328
1600000US0563980,"Shirley town, Arkansas",37344
1600000US0564280,"Sidney town, Arkansas",48750
1600000US0564370,"Siloam Springs city, Arkansas",72065
1600000US0564730,"Smackover city, Arkansas",55995
1600000US0564910,"Smithville town, Arkansas",-666666666
1600000US0565480,"South Lead Hill town, Arkansas",58750
1600000US0565630,"Southside city, Arkansas",65655
1600000US0565900,"Sparkman city, Arkansas",39063
1600000US0566080,"Springdale city, Arkansas",69787
1600000US0566110,"Springfield CDP, Arkansas",73918
1600000US0566200,"Springtown town, Arkansas",95078
1600000US0566320,"Stamps city, Arkansas",37297
1600000US0566440,"Star City city, Arkansas",51051
1600000US0566800,"Staves CDP, Arkansas",-666666666
1600000US0566860,"Stephens city, Arkansas",61518
1600000US0567250,"Strawberry town, Arkansas",43189
1600000US0567370,"Strong city, Arkansas",36063
1600000US0567490,"Stuttgart city, Arkansas",49399
1600000US0567520,"Subiaco town, Arkansas",57868
1600000US0567550,"Success town, Arkansas",41250
1600000US0567730,"Sulphur Rock town, Arkansas",96429
1600000US0567760,"Sulphur Springs city, Arkansas",41324
1600000US0567790,"Sulphur Springs CDP, Arkansas",36641
1600000US0567880,"Summers CDP, Arkansas",65645
1600000US0567940,"Summit city, Arkansas",-666666666
1600000US0568060,"Sunset town, Arkansas",27614
1600000US0568330,"Sweet Home CDP, Arkansas",-666666666
1600000US0568360,"Swifton city, Arkansas",58000
1600000US0568660,"Taylor city, Arkansas",64659
1600000US0568810,"Texarkana city, Arkansas",45835
1600000US0569050,"Thornton city, Arkansas",54643
1600000US0569230,"Tillar city, Arkansas",72708
1600000US0569350,"Tinsman town, Arkansas",-666666666
1600000US0569500,"Tollette town, Arkansas",44167
1600000US0569740,"Tontitown city, Arkansas",85603
1600000US0569830,"Traskwood city, Arkansas",81042
1600000US0570010,"Trumann city, Arkansas",38881
1600000US0570070,"Tucker CDP, Arkansas",-666666666
1600000US0570100,"Tuckerman city, Arkansas",45484
1600000US0570220,"Tull town, Arkansas",61125
1600000US0570310,"Tumbling Shoals CDP, Arkansas",53512
1600000US0570340,"Tupelo town, Arkansas",153750
1600000US0570430,"Turrell city, Arkansas",55000
1600000US0570540,"Twin Groves town, Arkansas",39598
1600000US0570700,"Tyronza city, Arkansas",45804
1600000US0570760,"Ulm town, Arkansas",63438
1600000US0571060,"Uniontown CDP, Arkansas",-666666666
1600000US0571180,"Urbana CDP, Arkansas",-666666666
1600000US0571390,"Valley Springs town, Arkansas",-666666666
1600000US0571480,"Van Buren city, Arkansas",61149
1600000US0571510,"Vandervoort town, Arkansas",78839
1600000US0571570,"Vanndale CDP, Arkansas",-666666666
1600000US0571900,"Victoria town, Arkansas",-666666666
1600000US0571960,"Vilonia city, Arkansas",81815
1600000US0572140,"Viola town, Arkansas",41250
1600000US0572170,"Violet Hill CDP, Arkansas",-666666666
1600000US0572230,"Wabbaseka town, Arkansas",38917
1600000US0572290,"Walcott CDP, Arkansas",170856
1600000US0572320,"Waldenburg town, Arkansas",34792
1600000US0572350,"Waldo city, Arkansas",40500
1600000US0572380,"Waldron city, Arkansas",33839
1600000US0572890,"Walnut Ridge city, Arkansas",45027
1600000US0573130,"Ward city, Arkansas",72734
1600000US0573250,"Warm Springs CDP, Arkansas",-666666666
1600000US0573310,"Warren city, Arkansas",36788
1600000US0573370,"Washington city, Arkansas",38421
1600000US0573550,"Watson city, Arkansas",30139
1600000US0573730,"Wayton CDP, Arkansas",58125
1600000US0573940,"Weiner city, Arkansas",52917
1600000US0574000,"Weldon town, Arkansas",54583
1600000US0574090,"Wesley CDP, Arkansas",161534
1600000US0574270,"West Crossett CDP, Arkansas",55378
1600000US0574330,"Western Grove town, Arkansas",38365
1600000US0574360,"West Fork city, Arkansas",77566
1600000US0574540,"West Memphis city, Arkansas",42674
1600000US0574660,"West Point town, Arkansas",26667
1600000US0574840,"Wheatley city, Arkansas",66607
1600000US0574930,"Whelen Springs town, Arkansas",55893
1600000US0575170,"White Hall city, Arkansas",78092
1600000US0575500,"Wickes town, Arkansas",27411
1600000US0575560,"Widener town, Arkansas",45938
1600000US0575570,"Wiederkehr Village city, Arkansas",99375
1600000US0575590,"Wilburn CDP, Arkansas",-666666666
1600000US0575740,"Williford town, Arkansas",22750
1600000US0575770,"Willisville town, Arkansas",52328
1600000US0575860,"Wilmar city, Arkansas",22434
1600000US0575890,"Wilmot city, Arkansas",26328
1600000US0575920,"Wilson city, Arkansas",78646
1600000US0575980,"Wilton city, Arkansas",53750
1600000US0576010,"Winchester town, Arkansas",43333
1600000US0576190,"Winslow city, Arkansas",42292
1600000US0576250,"Winthrop city, Arkansas",-666666666
1600000US0576460,"Witts Springs CDP, Arkansas",-666666666
1600000US0576690,"Woodlawn CDP, Arkansas",68313
1600000US0576730,"Woodson CDP, Arkansas",25598
1600000US0576820,"Wooster town, Arkansas",111667
1600000US0576970,"Wrightsville city, Arkansas",45417
1600000US0577090,"Wynne city, Arkansas",43250
1600000US0577203,"Yarborough Landing CDP, Arkansas",43750
1600000US0577330,"Yellville city, Arkansas",37813
1600000US0577600,"Zinc town, Arkansas",-666666666
1600000US0600135,"Acalanes Ridge CDP, California",181094
1600000US0600156,"Acampo CDP, California",-666666666
1600000US0600212,"Acton CDP, California",113000
1600000US0600296,"Adelanto city, California",68685
1600000US0600310,"Adin CDP, California",29375
1600000US0600394,"Agoura Hills city, California",171302
1600000US0600450,"Agua Dulce CDP, California",146107
1600000US0600464,"Aguanga CDP, California",79808
1600000US0600478,"Ahwahnee CDP, California",77391
1600000US0600535,"Airport CDP, California",32159
1600000US0600562,"Alameda city, California",137697
1600000US0600618,"Alamo CDP, California",250001
1600000US0600674,"Albany city, California",144107
1600000US0600716,"Albion CDP, California",-666666666
1600000US0600786,"Alderpoint CDP, California",-666666666
1600000US0600884,"Alhambra city, California",88024
1600000US0600898,"Alhambra Valley CDP, California",206063
1600000US0600947,"Aliso Viejo city, California",142439
1600000US0600982,"Alleghany CDP, California",-666666666
1600000US0600996,"Allendale CDP, California",107679
1600000US0601010,"Allensworth CDP, California",55714
1600000US0601094,"Almanor CDP, California",-666666666
1600000US0601150,"Alondra Park CDP, California",87169
1600000US0601164,"Alpaugh CDP, California",37000
1600000US0601192,"Alpine CDP, California",108660
1600000US0601228,"Alpine Village CDP, California",78750
1600000US0601276,"Alta CDP, California",96792
1600000US0601290,"Altadena CDP, California",128720
1600000US0601358,"Alta Sierra CDP (Kern County), California",-666666666
1600000US0601360,"Alta Sierra CDP (Nevada County), California",105603
1600000US0601416,"Alto CDP, California",129191
1600000US0601444,"Alturas city, California",59896
1600000US0601458,"Alum Rock CDP, California",126705
1600000US0601514,"Amador City city, California",107917
1600000US0601518,"Amador Pines CDP, California",83958
1600000US0601640,"American Canyon city, California",121700
1600000US0601651,"Amesti CDP, California",108833
1600000US0602000,"Anaheim city, California",95227
1600000US0602028,"Anchor Bay CDP, California",88194
1600000US0602042,"Anderson city, California",47375
1600000US0602112,"Angels city, California",62188
1600000US0602168,"Angwin CDP, California",117500
1600000US0602210,"Antelope CDP, California",99067
1600000US0602252,"Antioch city, California",97465
1600000US0602294,"Anza CDP, California",83558
1600000US0602364,"Apple Valley town, California",69882
1600000US0602378,"Aptos CDP, California",134048
1600000US0602382,"Aptos Hills-Larkin Valley CDP, California",158788
1600000US0602420,"Arbuckle CDP, California",86942
1600000US0602462,"Arcadia city, California",113516
1600000US0602476,"Arcata city, California",46713
1600000US0602553,"Arden-Arcade CDP, California",77321
1600000US0602700,"Armona CDP, California",64276
1600000US0602770,"Arnold CDP, California",92467
1600000US0602812,"Aromas CDP, California",148438
1600000US0602868,"Arroyo Grande city, California",102553
1600000US0602896,"Artesia city, California",101004
1600000US0602910,"Artois CDP, California",152719
1600000US0602924,"Arvin city, California",49183
1600000US0602980,"Ashland CDP, California",81702
1600000US0603026,"Aspen Springs CDP, California",131673
1600000US0603064,"Atascadero city, California",91429
1600000US0603092,"Atherton town, California",250001
1600000US0603162,"Atwater city, California",64472
1600000US0603190,"Auberry CDP, California",78512
1600000US0603204,"Auburn city, California",82674
1600000US0603205,"Auburn Lake Trails CDP, California",134007
1600000US0603209,"August CDP, California",53173
1600000US0603274,"Avalon city, California",105139
1600000US0603302,"Avenal city, California",54741
1600000US0603316,"Avery CDP, California",47056
1600000US0603330,"Avila Beach CDP, California",218259
1600000US0603344,"Avocado Heights CDP, California",92155
1600000US0603386,"Azusa city, California",90721
1600000US0603512,"Baker CDP, California",-666666666
1600000US0603526,"Bakersfield city, California",80540
1600000US0603546,"Bakersfield Country Club CDP, California",102266
1600000US0603666,"Baldwin Park city, California",80663
1600000US0603694,"Ballard CDP, California",140833
1600000US0603708,"Ballico CDP, California",171875
1600000US0603792,"Bangor CDP, California",120347
1600000US0603820,"Banning city, California",61764
1600000US0604030,"Barstow city, California",53380
1600000US0604198,"Bass Lake CDP, California",133964
1600000US0604415,"Bay Point CDP, California",82565
1600000US0604470,"Bayview CDP (Contra Costa County), California",162537
1600000US0604478,"Bayview CDP (Humboldt County), California",48406
1600000US0604549,"Baywood Park CDP, California",217206
1600000US0604576,"Beale AFB CDP, California",70061
1600000US0604632,"Bear Creek CDP, California",153088
1600000US0604716,"Bear Valley CDP (Alpine County), California",-666666666
1600000US0604730,"Bear Valley CDP (Mariposa County), California",-666666666
1600000US0604734,"Bear Valley Springs CDP, California",120481
1600000US0604758,"Beaumont city, California",107118
1600000US0604772,"Beckwourth CDP, California",-666666666
1600000US0604856,"Belden CDP, California",-666666666
1600000US0604870,"Bell city, California",61020
1600000US0604926,"Bella Vista CDP, California",90566
1600000US0604938,"Bell Canyon CDP, California",250001
1600000US0604982,"Bellflower city, California",78722
1600000US0604996,"Bell Gardens city, California",62298
1600000US0605108,"Belmont city, California",205297
1600000US0605164,"Belvedere city, California",250001
1600000US0605262,"Benbow CDP, California",56667
1600000US0605276,"Bend CDP, California",-666666666
1600000US0605290,"Benicia city, California",121204
1600000US0605332,"Ben Lomond CDP, California",130041
1600000US0605346,"Benton CDP, California",68027
1600000US0605356,"Benton Park CDP, California",49717
1600000US0606000,"Berkeley city, California",108092
1600000US0606028,"Bermuda Dunes CDP, California",90818
1600000US0606070,"Berry Creek CDP, California",45673
1600000US0606150,"Bertsch-Oceanview CDP, California",73173
1600000US0606210,"Bethel Island CDP, California",74972
1600000US0606308,"Beverly Hills city, California",132977
1600000US0606336,"Bieber CDP, California",-666666666
1600000US0606406,"Big Bear City CDP, California",71511
1600000US0606434,"Big Bear Lake city, California",76250
1600000US0606475,"Big Bend CDP, California",26875
1600000US0606518,"Big Creek CDP, California",-666666666
1600000US0606560,"Biggs city, California",84914
1600000US0606567,"Big Lagoon CDP, California",57438
1600000US0606616,"Big Pine CDP, California",67583
1600000US0606635,"Big River CDP, California",39773
1600000US0606728,"Biola CDP, California",43185
1600000US0606798,"Bishop city, California",83686
1600000US0606928,"Blackhawk CDP, California",245208
1600000US0606935,"Blacklake CDP, California",99417
1600000US0606982,"Black Point-Green Point CDP, California",168438
1600000US0606994,"Blairsden CDP, California",-666666666
1600000US0607036,"Bloomfield CDP, California",142422
1600000US0607064,"Bloomington CDP, California",81640
1600000US0607162,"Blue Lake city, California",53594
1600000US0607172,"Bluewater CDP, California",55500
1600000US0607218,"Blythe city, California",56625
1600000US0607246,"Bodega CDP, California",90625
1600000US0607260,"Bodega Bay CDP, California",182898
1600000US0607274,"Bodfish CDP, California",39863
1600000US0607316,"Bolinas CDP, California",100625
1600000US0607372,"Bombay Beach CDP, California",-666666666
1600000US0607378,"Bonadelle Ranchos CDP, California",132723
1600000US0607414,"Bonita CDP, California",118674
1600000US0607470,"Bonny Doon CDP, California",144813
1600000US0607498,"Bonsall CDP, California",113537
1600000US0607512,"Boonville CDP, California",42188
1600000US0607525,"Bootjack CDP, California",105000
1600000US0607568,"Boron CDP, California",53170
1600000US0607578,"Boronda CDP, California",63125
1600000US0607596,"Borrego Springs CDP, California",86078
1600000US0607624,"Bostonia CDP, California",78878
1600000US0607652,"Boulder Creek CDP, California",84156
1600000US0607694,"Boulevard CDP, California",78217
1600000US0607750,"Bowles CDP, California",-666666666
1600000US0607848,"Boyes Hot Springs CDP, California",101288
1600000US0607946,"Bradbury city, California",171696
1600000US0607974,"Bradley CDP, California",-666666666
1600000US0608058,"Brawley city, California",59311
1600000US0608100,"Brea city, California",131129
1600000US0608142,"Brentwood city, California",142494
1600000US0608172,"Bret Harte CDP, California",52500
1600000US0608240,"Bridgeport CDP, California",120850
1600000US0608310,"Brisbane city, California",156169
1600000US0608338,"Broadmoor CDP, California",167396
1600000US0608478,"Brookdale CDP, California",87358
1600000US0608506,"Brooks CDP, California",-666666666
1600000US0608530,"Brooktrails CDP, California",116056
1600000US0608680,"Buckhorn CDP, California",90045
1600000US0608716,"Buck Meadows CDP, California",-666666666
1600000US0608744,"Bucks Lake CDP, California",-666666666
1600000US0608758,"Buellton city, California",99936
1600000US0608786,"Buena Park city, California",110550
1600000US0608828,"Buena Vista CDP, California",72031
1600000US0608954,"Burbank city, California",97082
1600000US0608968,"Burbank CDP, California",134518
1600000US0609066,"Burlingame city, California",174000
1600000US0609122,"Burney CDP, California",65969
1600000US0609150,"Burnt Ranch CDP, California",49226
1600000US0609310,"Butte Creek Canyon CDP, California",105819
1600000US0609318,"Butte Meadows CDP, California",-666666666
1600000US0609324,"Butte Valley CDP, California",97934
1600000US0609332,"Buttonwillow CDP, California",35086
1600000US0609346,"Byron CDP, California",76424
1600000US0609353,"Bystrom CDP, California",49094
1600000US0609360,"Cabazon CDP, California",48704
1600000US0609598,"Calabasas city, California",165288
1600000US0609710,"Calexico city, California",49783
1600000US0609780,"California City city, California",60113
1600000US0609822,"California Hot Springs CDP, California",-666666666
1600000US0609834,"California Pines CDP, California",66328
1600000US0609835,"California Polytechnic State University CDP, California",-666666666
1600000US0609864,"Calimesa city, California",87181
1600000US0609878,"Calipatria city, California",53299
1600000US0609892,"Calistoga city, California",85446
1600000US0609948,"Callender CDP, California",136346
1600000US0609990,"Calpella CDP, California",86912
1600000US0610004,"Calpine CDP, California",-666666666
1600000US0610032,"Calwa CDP, California",65247
1600000US0610042,"Camanche North Shore CDP, California",78333
1600000US0610044,"Camanche Village CDP, California",156250
1600000US0610046,"Camarillo city, California",113428
1600000US0610074,"Cambria CDP, California",99147
1600000US0610088,"Cambrian Park CDP, California",192731
1600000US0610256,"Cameron Park CDP, California",102289
1600000US0610270,"Camino CDP, California",85341
1600000US0610301,"Camino Tassajara CDP, California",250001
1600000US0610345,"Campbell city, California",145268
1600000US0610494,"Camp Nelson CDP, California",-666666666
1600000US0610508,"Campo CDP, California",79327
1600000US0610536,"Campo Seco CDP, California",-666666666
1600000US0610554,"Camp Pendleton Mainside CDP, California",61575
1600000US0610561,"Camp Pendleton South CDP, California",69853
1600000US0610676,"Camptonville CDP, California",53750
1600000US0610732,"Canby CDP, California",-666666666
1600000US0610816,"Cantua Creek CDP, California",30703
1600000US0610914,"Canyondam CDP, California",-666666666
1600000US0610928,"Canyon Lake city, California",126926
1600000US0611040,"Capitola city, California",102976
1600000US0611166,"Caribou CDP, California",-666666666
1600000US0611194,"Carlsbad city, California",142748
1600000US0611250,"Carmel-by-the-Sea city, California",129250
1600000US0611324,"Carmel Valley Village CDP, California",156161
1600000US0611376,"Carmet CDP, California",93833
1600000US0611390,"Carmichael CDP, California",85914
1600000US0611418,"Carnelian Bay CDP, California",247791
1600000US0611446,"Carpinteria city, California",100658
1600000US0611481,"Carrick CDP, California",-666666666
1600000US0611530,"Carson city, California",108703
1600000US0611600,"Cartago CDP, California",80694
1600000US0611614,"Caruthers CDP, California",88021
1600000US0611656,"Casa Conejo CDP, California",147616
1600000US0611691,"Casa de Oro-Mount Helix CDP, California",125107
1600000US0611696,"Casa Loma CDP, California",43403
1600000US0611754,"Casmalia CDP, California",-666666666
1600000US0611768,"Caspar CDP, California",-666666666
1600000US0611782,"Cassel CDP, California",-666666666
1600000US0611796,"Castaic CDP, California",129863
1600000US0611824,"Castella CDP, California",49000
1600000US0611915,"Castle Hill CDP, California",250001
1600000US0611964,"Castro Valley CDP, California",142779
1600000US0611978,"Castroville CDP, California",89354
1600000US0612048,"Cathedral City city, California",73572
1600000US0612062,"Catheys Valley CDP, California",81302
1600000US0612132,"Cayucos CDP, California",87235
1600000US0612146,"Cazadero CDP, California",96806
1600000US0612216,"Cedar Flat CDP, California",99153
1600000US0612300,"Cedar Ridge CDP, California",82308
1600000US0612314,"Cedar Slope CDP, California",-666666666
1600000US0612328,"Cedarville CDP, California",52105
1600000US0612412,"Centerville CDP (Fresno County), California",167750
1600000US0612415,"Centerville CDP (Shasta County), California",122500
1600000US0612524,"Ceres city, California",79025
1600000US0612552,"Cerritos city, California",135439
1600000US0612594,"Chalfant CDP, California",83077
1600000US0612612,"Challenge-Brownsville CDP, California",-666666666
1600000US0612669,"Channel Islands Beach CDP, California",107380
1600000US0612730,"Charleston View CDP, California",-666666666
1600000US0612734,"Charter Oak CDP, California",88393
1600000US0612818,"Cherokee CDP, California",70815
1600000US0612860,"Cherokee Strip CDP, California",-666666666
1600000US0612902,"Cherryland CDP, California",86418
1600000US0612916,"Cherry Valley CDP, California",76895
1600000US0612930,"Chester CDP, California",47129
1600000US0613014,"Chico city, California",66977
1600000US0613077,"Chilcoot-Vinton CDP, California",122764
1600000US0613157,"China Lake Acres CDP, California",68594
1600000US0613182,"Chinese Camp CDP, California",-666666666
1600000US0613210,"Chino city, California",104682
1600000US0613214,"Chino Hills city, California",126334
1600000US0613278,"Choctaw Valley CDP, California",128646
1600000US0613294,"Chowchilla city, California",66514
1600000US0613364,"Chualar CDP, California",59125
1600000US0613392,"Chula Vista city, California",108032
1600000US0613560,"Citrus CDP, California",103465
1600000US0613588,"Citrus Heights city, California",82314
1600000US0613756,"Claremont city, California",125647
1600000US0613784,"Clarksburg CDP, California",-666666666
1600000US0613854,"Clay CDP, California",102847
1600000US0613882,"Clayton city, California",175707
1600000US0613910,"Clear Creek CDP, California",51278
1600000US0613945,"Clearlake city, California",41867
1600000US0613966,"Clearlake Oaks CDP, California",35938
1600000US0613985,"Clearlake Riviera CDP, California",89395
1600000US0614008,"Cleone CDP, California",53679
1600000US0614106,"Clio CDP, California",-666666666
1600000US0614148,"Clipper Mills CDP, California",-666666666
1600000US0614190,"Cloverdale city, California",117177
1600000US0614218,"Clovis city, California",99241
1600000US0614232,"Clyde CDP, California",134050
1600000US0614260,"Coachella city, California",68596
1600000US0614274,"Coalinga city, California",75451
1600000US0614288,"Coarsegold CDP, California",80861
1600000US0614302,"Cobb CDP, California",120250
1600000US0614406,"Coffee Creek CDP, California",76250
1600000US0614442,"Cohasset CDP, California",79674
1600000US0614450,"Cold Springs CDP (El Dorado County), California",73578
1600000US0614454,"Cold Springs CDP (Tuolumne County), California",-666666666
1600000US0614484,"Coleville CDP, California",46860
1600000US0614498,"Colfax city, California",72788
